zmconv_c0_lnd,cldfrc_rhminl,LWCF,SWCF,PRECT
0.006047500000000001,0.89525,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0030385,0.8472500000000001,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0079945,0.94175,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0081715,0.85625,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.005811500000000001,0.91625,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006637500000000001,0.92675,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006873500000000001,0.84125,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0080535,0.8097500000000001,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0039235,0.83375,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.007109500000000001,0.83525,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.005575500000000001,0.88475,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006106500000000001,0.87125,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0064605,0.92975,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0051625,0.8157500000000001,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0064015,0.85475,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0035695,0.9252499999999999,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.007404500000000001,0.84575,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.007050500000000001,0.8967499999999999,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0032745,0.91925,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0042775,0.93575,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006165500000000001,0.89975,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0035105,0.8067500000000001,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.007463500000000001,0.88325,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0051035,0.8532500000000001,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.008584500000000002,0.92825,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0033335,0.94025,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.005988500000000001,0.90725,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0079355,0.93875,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0031565,0.89825,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.005634500000000001,0.86225,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0037465,0.80825,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006755500000000001,0.83825,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0033925,0.8907499999999999,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0087615,0.88775,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0078765,0.88625,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006932500000000001,0.82925,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.005870500000000001,0.8502500000000001,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.005752500000000001,0.87425,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0041595,0.83075,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0083485,0.91475,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0065195,0.82775,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0081125,0.81725,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0043365,0.81125,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0087025,0.91325,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.0086435,0.91175,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.006224500000000001,0.81425,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
0.008525500000000002,0.94475,0.11989883333444595,-0.19912266731262207,6.719299595892014e-13
