zmconv_c0_lnd,LWCF,SWCF,PRECT
0.0044928500000000005,45.540794372558594,-80.74475860595703,0.0064566213495709235
0.00537785,43.372413635253906,-79.34748077392578,0.006376382839334838
0.00501795,42.83958053588867,-79.9107437133789,0.006400827464858594
0.0040916500000000005,46.44215393066406,-80.9576416015625,0.006451431363529991
0.0037966500000000004,47.099910736083984,-82.0804214477539,0.006433580119846738
0.0067053500000000005,41.708919525146484,-77.8171615600586,0.006423737931982032
0.006487049999999999,42.52035903930664,-78.13111114501953,0.006417516578949289
0.00848715,38.90341567993164,-73.72139739990234,0.006442701578635024
0.00301785,52.86025619506836,-93.05187225341797,0.006282044068939285
0.00337185,49.26145935058594,-85.29328155517578,0.006359333974614856
0.00881755,37.89735412597656,-72.98152923583984,0.006445330950555217
0.008445850000000001,39.32599639892578,-76.22132873535156,0.006442994413191627
0.00793255,40.30507278442383,-76.77235412597656,0.006432576378756494
0.00633955,41.96344757080078,-77.6822280883789,0.006441180312322103
0.00881165,37.71601104736328,-73.04084777832031,0.006436245712393429
0.007643450000000001,40.30947494506836,-74.79695129394531,0.0064345789496655925
0.0046403500000000006,42.35769271850586,-78.35723114013672,0.0064058019688673085
0.00577315,43.51350021362305,-78.91321563720703,0.006428184474316367
0.00795615,39.5106315612793,-76.26445770263672,0.006448446538342978
0.007796850000000001,41.32648468017578,-74.70596313476562,0.006476893236140313
0.0048350500000000005,43.743717193603516,-81.45362091064453,0.006449990519286075
0.007082950000000001,41.068973541259766,-78.36935424804688,0.0064665279978726176
0.006911850000000001,40.81171798706055,-75.10775756835938,0.006476735461546923
0.00852845,37.88159942626953,-72.81267547607422,0.0064361180193373
0.00554895,43.73191452026367,-78.62290954589844,0.006436262901843293
0.00763755,41.11024475097656,-75.27910614013672,0.006472463883255841
0.0035842499999999998,46.495975494384766,-85.32273864746094,0.006375521525114891
0.00380255,47.32103729248047,-84.3011474609375,0.006436251851482666
0.00330105,50.837890625,-91.7095718383789,0.006318313808151288
0.00567285,43.598392486572266,-78.8736343383789,0.006441036043725035
0.007206850000000001,41.069610595703125,-73.3299560546875,0.006471923029494064
0.00485275,42.65406799316406,-78.11384582519531,0.0064477994783374015
0.008180350000000001,39.56481170654297,-75.51945495605469,0.0064414129838041845
0.00368455,47.08180236816406,-88.3333740234375,0.006400165057129925
0.00547225,43.90082931518555,-76.58683013916016,0.006458191114688816
0.00518315,43.034629821777344,-80.42516326904297,0.006418817451958603
0.0064693500000000004,42.127098083496094,-78.27457427978516,0.00642587494894542
0.008227550000000002,39.67416763305664,-74.18640899658203,0.006481362493104825
0.006422150000000001,42.459075927734375,-78.20478057861328,0.006434917827391473
0.00662275,40.9906005859375,-74.16775512695312,0.006441465166062699
0.008144950000000001,39.426910400390625,-75.11153411865234,0.00644894012111763
0.00502385,42.74354553222656,-80.65843200683594,0.006417813096959435
0.006835150000000001,40.161128997802734,-74.55445861816406,0.006439624667109456
0.00746055,40.869041442871094,-76.38786315917969,0.006428215783671476
0.006823350000000001,41.6987419128418,-79.05696868896484,0.006428405481528898
0.00843405,38.41861343383789,-71.21096801757812,0.006469528784691647
0.008599250000000001,37.788673400878906,-72.83651733398438,0.006421592320293712
0.008498950000000002,38.7603759765625,-73.98323822021484,0.006448057933994278
0.006003250000000001,42.73539352416992,-80.50017547607422,0.006427080666071561
0.00805055,39.99660110473633,-72.73973083496094,0.006484720574917446
0.0031830499999999998,52.75946807861328,-92.2652359008789,0.006303093778114999
0.00508285,43.16800308227539,-78.14128875732422,0.006440725405809644
0.00742515,40.789363861083984,-76.58541107177734,0.0064276982584488
0.004268650000000001,45.49460983276367,-82.99569702148438,0.006437926595026511
0.004504650000000001,43.15153121948242,-79.57179260253906,0.006412270113287377
0.0075372500000000005,40.43143081665039,-75.61392974853516,0.0064286620954590035
0.0062451500000000005,41.58444595336914,-78.0552749633789,0.006410363312170375
0.00467575,42.966102600097656,-79.96263885498047,0.006407342880265787
0.0056079500000000004,43.66450500488281,-76.28602600097656,0.0064513564666413
0.00802105,40.091888427734375,-72.72660827636719,0.006486789447990304
0.008764450000000002,37.917930603027344,-73.07528686523438,0.006437380216084421
0.00809185,40.19044494628906,-75.6446533203125,0.006445353665185394
0.00477015,43.82989501953125,-79.83892059326172,0.006480970819211507
0.00396185,46.56613540649414,-83.9371337890625,0.006434314968828403
0.00354885,46.64851379394531,-83.02784729003906,0.006420252771022206
0.0066758500000000005,42.32057189941406,-75.9848403930664,0.0065141875893459655
0.0050887499999999995,43.157737731933594,-79.03810119628906,0.006453743958445557
0.0058439500000000005,43.758872985839844,-77.82784271240234,0.00646839673663635
0.007619850000000001,40.16570281982422,-72.18411254882812,0.006475923873949796
0.0040326500000000005,46.59831237792969,-83.59303283691406,0.006421677039725182
0.0036196500000000003,47.559967041015625,-84.35136413574219,0.006388773363141809
0.00498845,42.908470153808594,-79.31312561035156,0.006433068119804375
0.00321845,52.21004867553711,-91.36991119384766,0.006304095677478472
0.00789125,40.89546203613281,-72.49608612060547,0.006511706169476383
0.00709475,40.884334564208984,-78.5921630859375,0.006434171314140258
0.005484050000000001,43.856292724609375,-77.89618682861328,0.006450598289120535
0.00716555,40.38446807861328,-73.3653793334961,0.0064527893300692085
0.008717250000000001,38.68160629272461,-73.23822784423828,0.0064786029724928085
0.006197950000000001,43.038307189941406,-79.20655822753906,0.006446683391914121
0.005602050000000001,42.881988525390625,-75.8315200805664,0.00642763195628504
0.00541915,44.39009094238281,-78.5282974243164,0.006475058262367384
0.00456955,44.27157211303711,-79.15620422363281,0.006454108620346233
0.005389650000000001,44.19472885131836,-79.04385375976562,0.006444081645895494
0.00527165,44.75736999511719,-81.47225952148438,0.006443675238188007
0.00641035,41.66258239746094,-76.56680297851562,0.0064384717461507535
0.008463550000000002,38.34348678588867,-73.1574478149414,0.006412490506590984
