,zmconv_c0_lnd,cldfrc_rhminl,LWCF,SWCF,PRECT
35,0.006932500000000001,0.82925,40.11824417114258,-76.55656433105469,7.497669685108121e-08
36,0.005870500000000001,0.8502500000000001,41.59513854980469,-80.04707336425781,7.34918472744539e-08
37,0.005752500000000001,0.87425,43.11854934692383,-81.83817291259766,7.420632641697011e-08
38,0.0041595,0.83075,46.49766159057617,-89.20333099365234,7.331957618816887e-08
39,0.0083485,0.91475,39.59055709838867,-68.18717193603516,7.522468337128885e-08
40,0.0065195,0.82775,40.759769439697266,-80.97309875488281,7.430503501382191e-08
41,0.0081125,0.81725,38.10859680175781,-75.39653015136719,7.437603954940641e-08
42,0.0043365,0.81125,43.618064880371094,-87.80657196044922,7.380371158660637e-08
43,0.0087025,0.91325,39.05805969238281,-71.43216705322266,7.469378004998362e-08
44,0.0086435,0.91175,39.34293746948242,-71.58452606201172,7.398495682764406e-08
45,0.006224500000000001,0.81425,40.24969482421875,-77.39875793457031,7.397754586691008e-08
46,0.008525500000000002,0.94475,39.30818176269531,-73.88220977783203,7.469372320656475e-08
47,0.0043955,0.94775,46.87971878051758,-85.34159088134766,7.417776259899256e-08
48,0.0036875,0.80525,46.91957092285156,-92.64777374267578,7.324436523958866e-08
49,0.0049855,0.83975,43.4752197265625,-81.89321899414062,7.432840476440106e-08
50,0.0052215000000000004,0.80225,43.32674026489258,-83.4553451538086,7.481558128574761e-08
51,0.0045725,0.93425,44.17088317871094,-80.25557708740234,7.452251793438336e-08
52,0.0044545,0.86675,46.04527282714844,-81.08353424072266,7.527462031475807e-08
53,0.007581500000000001,0.86375,39.14612579345703,-75.21466827392578,7.417570913048621e-08
54,0.0038645,0.86525,47.4730339050293,-87.3756332397461,7.401819601682291e-08
55,0.0039825,0.8592500000000001,44.92165756225586,-83.0586929321289,7.46710071553025e-08
56,0.0042185,0.87575,45.38638687133789,-80.30460357666016,7.464753082331299e-08
57,0.0076995000000000015,0.9027499999999999,38.98030090332031,-74.17293548583984,7.417576597390507e-08
58,0.0047495,0.8127500000000001,43.31266403198242,-82.91056823730469,7.475522068034479e-08
59,0.0053985000000000005,0.87725,43.309757232666016,-82.42691040039062,7.436889148948467e-08
60,0.0048675,0.86075,44.54869842529297,-81.56704711914062,7.447722794040601e-08
61,0.0077585000000000015,0.91775,38.80968475341797,-72.04137420654297,7.431837190097212e-08
62,0.0076405000000000015,0.9057499999999999,39.204524993896484,-70.9842758178711,7.465287410468591e-08
63,0.0063425,0.89225,41.264347076416016,-76.3429946899414,7.46449657640369e-08
64,0.0036284999999999998,0.88025,49.68819808959961,-85.69173431396484,7.421920145134209e-08
65,0.0084665,0.86975,38.337162017822266,-74.1433334350586,7.425817472039853e-08
66,0.006283500000000001,0.92225,40.774288177490234,-75.92329406738281,7.383523126236469e-08
67,0.0082895,0.87875,38.81596374511719,-73.47303009033203,7.470912066764868e-08
68,0.007522500000000001,0.88925,40.895233154296875,-75.75943756103516,7.445808591910463e-08
69,0.0030975,0.87275,52.37506103515625,-91.32945251464844,7.421333947377207e-08
70,0.0029795,0.82475,50.52512741088867,-92.02467346191406,7.342757157857704e-08
71,0.0049265,0.8187500000000001,44.269535064697266,-84.08010864257812,7.39523215997906e-08
72,0.0073455,0.8442500000000001,40.14426803588867,-76.3566665649414,7.469895990652731e-08
73,0.0038055000000000003,0.83675,45.722877502441406,-86.5958480834961,7.372246813019956e-08
74,0.0088205,0.86825,39.030826568603516,-77.40315246582031,7.374086408162839e-08
75,0.0046315,0.92375,45.15786361694336,-81.2847900390625,7.441247618089619e-08
76,0.0072865,0.9372499999999999,40.296756744384766,-76.6277084350586,7.433369120235511e-08
77,0.006814500000000001,0.84875,40.76133346557617,-75.98711395263672,7.486638509135446e-08
78,0.0045135,0.9462499999999999,44.89542007446289,-80.37130737304688,7.471370366829433e-08
79,0.0072274999999999995,0.83225,40.848941802978516,-78.27891540527344,7.353958153544227e-08
80,0.0048085,0.8037500000000001,43.56956481933594,-80.44598388671875,7.491585307661808e-08
81,0.007817500000000002,0.85775,39.77849197387695,-76.92819213867188,7.452037920074872e-08
82,0.0054575000000000005,0.92075,42.68077087402344,-75.60423278808594,7.496708320786638e-08
83,0.006991500000000001,0.93275,40.37023162841797,-77.21613311767578,7.422381997912453e-08
84,0.0040415,0.8007500000000001,45.63956832885742,-88.69456481933594,7.435070159544921e-08
85,0.0071684999999999995,0.82175,39.760894775390625,-76.78501892089844,7.42814734167041e-08
86,0.0046905,0.90425,44.04398727416992,-77.76220703125,7.49606456906804e-08
87,0.0034514999999999997,0.84275,50.49542236328125,-91.20861053466797,7.379394872941702e-08
88,0.0082305,0.85175,38.747371673583984,-72.96298217773438,7.477904517827483e-08
89,0.0053395000000000005,0.91025,42.58341598510742,-80.46355438232422,7.425902737168144e-08
90,0.0052805000000000005,0.90875,43.47940444946289,-78.42034149169922,7.471564344996295e-08
91,0.005929500000000001,0.9432499999999999,42.70582962036133,-77.34699249267578,7.485030550924421e-08
92,0.0041005,0.9492499999999999,46.219459533691406,-82.95036315917969,7.434505988612727e-08
93,0.0084075,0.90125,38.67927551269531,-71.93118286132812,7.455843586967603e-08
94,0.0065785,0.82025,40.15894317626953,-79.79061889648438,7.431952298020406e-08
95,0.0032155,0.88175,51.840972900390625,-90.80742645263672,7.295871995438574e-08
96,0.005516500000000001,0.9312499999999999,42.80877685546875,-79.3830795288086,7.453198946905104e-08
97,0.006696500000000001,0.89375,39.750450134277344,-73.3839111328125,7.450896788441241e-08
98,0.005693500000000001,0.82625,41.68355941772461,-82.75524139404297,7.44108987760228e-08
99,0.0050445,0.82325,42.745880126953125,-82.42413330078125,7.451527750390596e-08
